titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina|img_urls
Bmw X3 M Competition 2023|autos|camionetas-suv|BMW|X3 M Competition|2023|US$ 103,000|"Gasolina|Automática - Secuencial
Kilometraje:
10,000 Kms
Lima, Lima
BMW X3 M COMPETITION"|Gasolina|Automática|Secuencial|10000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/bmw-x3-m-competition-2023-1835628|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_3895384.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_4050022.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7396845.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7560521.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_4448552.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_5980828.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_2966310.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7793739.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_4624298.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8112875.webp']
Lexus Lbx 2025|autos|camionetas-suv|Lexus|Lbx|2025|US$ 34,500|"Híbrido|Automática - Secuencial
Kilometraje:
5,835 Kms
Lima, Lima
LEXUS LBX LUXURY 1.5 CVT"|Híbrido|Automática|Secuencial|5835.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/lexus-lbx-2025-1843679|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_7169851.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_4584774.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_2542735.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_6118674.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_3228003.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5899588.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5243699.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_7923878.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5196401.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_8762555.webp']
Volkswagen Tiguan 2021|autos|camionetas-suv|Volkswagen|Tiguan|2021|US$ 21,490|"Gasolina|Automática
Kilometraje:
43,958 Kms
Lima, Lima"|Gasolina|Automática||43958.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2021-1845320|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5550036.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5075373.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_8363939.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_9798160.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_2718073.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_6995591.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_6242277.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_1059823.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_9649196.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_4602703.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_3892038.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_9556158.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5299988.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_6040721.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_2197948.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_1283825.webp']
Volkswagen Tiguan 2018|autos|camionetas-suv|Volkswagen|Tiguan|2018|US$ 20,900|"Gasolina|Automática
Kilometraje:
56,712 Kms
Lima, Lima"|Gasolina|Automática||56712.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2018-1849879|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_7695421.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_7992920.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_6729400.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_1739595.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_5551853.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_6833075.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_2613505.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_9643747.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_6215185.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_8305989.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_9196026.webp']
Audi Q7 2017|autos|camionetas-suv|Audi|Q7|2017|US$ 26,000|"Gasolina|Automática
Kilometraje:
106,543 Kms
Lima, Lima"|Gasolina|Automática||106543.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/audi-q7-2017-1808003|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7156496.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2922906.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1290157.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6358021.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2797045.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1359691.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2229878.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_5371862.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1482540.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_9602341.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8649012.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8699127.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_9904882.webp']
Audi Q5 2023|autos|camionetas-suv|Audi|Q5|2023|US$ 52,900|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
27,000 Kms
Lima, Lima
Audi Q5 Advanced 45 TFSI - MY2023"|Gasolina-Híbrido|Automática|Secuencial|27000.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/audi-q5-2023-1817250|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_3390074.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_4225396.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_3850895.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_8350861.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_1695132.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_2533008.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_8382216.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_9648353.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_3203666.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_3386346.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_2833035.webp']
Mazda Cx-90 2025|autos|camionetas-suv|Mazda|Cx-90|2025|US$ 47,000|"Gasolina|Automática
Kilometraje:
4,736 Kms
Lima, Lima"|Gasolina|Automática||4736.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mazda-cx-90-2025-1846481|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4446047.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_7058128.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4665093.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9305135.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_7341450.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_6973750.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_6071079.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4473945.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_2586023.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_7027650.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_8890910.webp']
Chevrolet Tracker 2020|autos|camionetas-suv|Chevrolet|Tracker|2020|US$ 13,900|"Gasolina|Mecánica
Kilometraje:
38,000 Kms
Lima, Lima"|Gasolina|Mecánica||38000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2020-1848447|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_6777454.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_4975506.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_7472824.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_6157667.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_5164982.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2059855.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_6288027.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_5482676.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_1253182.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2727808.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_6061342.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2822597.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_1052700.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_7454731.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2773583.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_4902829.webp']
Kia Seltos 2023|autos|camionetas-suv|Kia|Seltos|2023|US$ 21,000|"Gasolina|Automática
Kilometraje:
25,806 Kms
Lima, Lima"|Gasolina|Automática||25806.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/kia-seltos-2023-1848955|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_2773720.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_4597276.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_7969876.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_6760303.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_9275869.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_2371777.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_4134200.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_6699959.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_3482937.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_7890534.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_8298691.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_9955365.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_6582686.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_7944898.webp']
Aston Martin Dbx 2021|autos|camionetas-suv|Aston Martin|Dbx|2021|US$ 229,000|"Gasolina|Automática - Secuencial
Kilometraje:
8,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|Gasolina|Automática|Secuencial|8000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/aston-martin-dbx-2021-1710577|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=13|['https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_7669053.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_3962377.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_1172308.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9325420.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_4593107.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_3657893.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2440340.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_5035960.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9823093.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_6825437.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2849067.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_6781675.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_3535384.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_5561825.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9761409.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2416057.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2219439.webp']
Toyota Corolla Cross 2026|autos|camionetas-suv|Toyota|Corolla Cross|2026|US$ 33,500|"Híbrido|Automática - Secuencial
Kilometraje:
5,543 Kms
Lima, Lima
TOYOTA COROLLA CROSS HYBRID 1.8 PREMIUM CVT"|Híbrido|Automática|Secuencial|5543.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2026-1849673|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_2729999.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_8112685.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_7133866.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5492274.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5157834.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5894119.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_6639481.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_6414808.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_5753373.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_1612166.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_6262752.webp']
Bmw X1 20i 2018|autos|camionetas-suv|BMW|X1 20i|2018|US$ 24,900|"Gasolina|Automática - Secuencial
Kilometraje:
69,723 Kms
Lima, Lima
BMW X1 20i SDRIVE / JC UGARTE"|Gasolina|Automática|Secuencial|69723.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-x1-20i-2018-1754304|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8226302.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7190963.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3066332.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6781790.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7481804.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6398289.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2973014.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4992275.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7703329.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7787468.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9773920.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6444099.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1335732.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2264208.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5768055.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2837619.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5550565.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9197748.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9231597.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3468611.webp']
Volkswagen Tiguan 2023|autos|camionetas-suv|Volkswagen|Tiguan|2023|US$ 28,900|"Gasolina|Automática
Kilometraje:
9,200 Kms
Lima, Lima
Life 3 Filas, GARANTÍA FABRICA 2026/ SENSORES Y CAMARA RETRO"|Gasolina|Automática||9200.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2023-1848753|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_4607985.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_3404185.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_4993336.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_8286408.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9682403.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9551166.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_3459671.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_3949927.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9055148.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_1127741.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5743181.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7975719.webp']
Land Rover Range Rover Sport 2017|autos|camionetas-suv|Land Rover|Range Rover Sport|2017|US$ 65,900|"Gasolina|Automática - Secuencial
Kilometraje:
44,159 Kms
Lima, Lima
LAND ROVER RANGE ROVER SPOR HSE AUTOBIOGRAPHY 2017"|Gasolina|Automática|Secuencial|44159.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2017-1850855|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9485420.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4304682.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1896307.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2749742.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5376476.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7357692.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3872709.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4031620.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5576017.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3319000.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4688329.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6002461.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9860449.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3860816.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3778955.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2870458.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1563057.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3495773.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6669433.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1496633.webp']
Haval Dargo 2024|autos|camionetas-suv|Haval|Dargo|2024|US$ 24,500|"Gasolina|Automática
Kilometraje:
2,532 Kms
Lima, Lima"|Gasolina|Automática||2532.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/haval-dargo-2024-1851784|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_8929620.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_6244207.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4818262.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_2003350.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_8109220.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_5692455.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4978297.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_1412516.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_7666843.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_6881191.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_5055257.webp']
Jeep Grand Cherokee Laredo 2020|autos|camionetas-suv|Jeep|Grand Cherokee Laredo|2020|US$ 26,000|"Gasolina|Automática
Kilometraje:
41,453 Kms
Lima, Lima"|Gasolina|Automática||41453.0|Lima, Lima|PAPELES EN REGLA|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2020-1844467|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6673337.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4352116.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6248684.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4896299.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3205485.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2420915.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4477706.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7879682.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6687152.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7313369.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3282216.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_9794068.webp']
Honda Cr-V 2022|autos|camionetas-suv|Honda|Cr-V|2022|US$ 26,900|"Gasolina|Automática
Kilometraje:
65,000 Kms
Lima, Lima"|Gasolina|Automática||65000.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/honda-cr-v-2022-1851246|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2033266.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_8497175.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_1224556.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2544644.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_6417027.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_3510827.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_5266241.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2128230.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_7579815.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2908435.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2925774.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_5986178.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_6560383.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_5034221.webp']
